long,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,long,long,long,long,flags,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,float,long,long
3237,-1,603,0,"Set Up Us the Bomb (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Mimiron without anyone in the raid being hit by the following in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,53,0x0,3261,"",,,,,,,,,,,,,,,,3,843983158269E-34,0,0
3536,-1,-1,0,"The Marine Marine",,,,,,,,,,,,,,,,0xFF01FE,"Proud owner of Grunty's Heavy Murloc Egg from the 2009 BlizzCon.",,,,,,,,,,,,,,,,16712190,81,0,53,0x0,2316,"",,,,,,,,,,,,,,,,2,35069919338185E-38,1,0
4651,-1,-1,0,"Blood Queen Lana'thel kills (Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Blood Queen Lana'thel kills (Icecrown 10 player)",,,,,,,,,,,,,,,,16712190,15062,0,53,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
414,-1,-1,0,"Tyrael's Hilt",,,,,,,,,,,,,,,,0xFF01FE,"Proud owner of Tyrael's Hilt from the 2008 World Wide Invitational in Paris, France.",,,,,,,,,,,,,,,,16712190,81,0,54,0x0,2657,"",,,,,,,,,,,,,,,,2,34187437617291E-38,1,0
1389,-1,533,0,"Sapphiron kills (Naxxramas 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Sapphiron kills (Naxxramas 25 player)",,,,,,,,,,,,,,,,16712190,14823,10,54,0x1,1700,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
2045,-1,578,0,"Emerald Void",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Ley-Guardian Eregos in The Oculus on Heroic Difficulty without anyone in your party using an Emerald Drake.",,,,,,,,,,,,,,,,16712190,14921,10,54,0x0,3441,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,0
2536,1,-1,2143,"Mountain o' Mounts",,,,,,,,,,,,,,,,0xFF01FE,"Obtain 100 mounts.",,,,,,,,,,,,,,,,16712190,92,10,54,0x0,2328,"Reward: Blue Dragonhawk Mount",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
2995,-1,603,0,"Not-So-Friendly Fire (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Force Mimiron to kill an Assault Bot with a Rocket Strike in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,54,0x0,2665,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3138,-1,603,0,"Not-So-Friendly Fire (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Force Mimiron to kill an Assault Bot with a Rocket Strike in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,54,0x0,2665,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
4680,-1,-1,0,"Blood Queen Lana'thel kills (Heroic Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Blood Queen Lana'thel kills (Heroic Icecrown 10 player)",,,,,,,,,,,,,,,,16712190,15062,0,54,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
454,0,-1,0,"Scout",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Scout.""",,,,,,,,,,,,,,,,16712190,81,0,55,0x0,3344,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1390,-1,533,0,"Kel'Thuzad kills (Naxxramas 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Kel'Thuzad kills (Naxxramas 25 player)",,,,,,,,,,,,,,,,16712190,14823,10,55,0x1,1898,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
2046,-1,578,0,"Amber Void",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Ley-Guardian Eregos in The Oculus on Heroic Difficulty without anyone in your party using an Amber Drake.",,,,,,,,,,,,,,,,16712190,14921,10,55,0x0,3440,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,0
2537,0,-1,2143,"Mountain o' Mounts",,,,,,,,,,,,,,,,0xFF01FE,"Obtain 100 mounts.",,,,,,,,,,,,,,,,16712190,92,10,55,0x0,2328,"Reward: Red Dragonhawk Mount",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
3180,-1,603,0,"Firefighter (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Mimiron after activating his Self-Destruct mechanism in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,55,0x0,1696,"",,,,,,,,,,,,,,,,-9,63391124374421E24,0,0
3189,-1,603,0,"Firefighter (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Mimiron after activating his Self-Destruct mechanism in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,55,0x0,1696,"",,,,,,,,,,,,,,,,-9,63391124374421E24,0,0
4681,-1,-1,0,"Blood Queen Lana'thel kills (Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Blood Queen Lana'thel kills (Icecrown 25 player)",,,,,,,,,,,,,,,,16712190,15062,0,55,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
468,0,-1,0,"Grunt",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Grunt.""",,,,,,,,,,,,,,,,16712190,81,0,56,0x0,3345,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1392,-1,615,0,"Sartharion kills (Chamber of the Aspects 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Sartharion kills (Chamber of the Aspects 10 player)",,,,,,,,,,,,,,,,16712190,14823,10,56,0x1,1699,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
2996,-1,603,0,"Shadowdodger (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat General Vezax without any raid member being hit by Shadow Crash in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,56,0x0,1939,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
2997,-1,603,0,"Shadowdodger (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat General Vezax without any raid member being hit by Shadow Crash in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,56,0x0,1939,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3802,-1,-1,0,"Argent Confessor",,,,,,,,,,,,,,,,0xFF01FE,"On separate visits to the Trial of the Champion, get credit for defeating Argent Confessor Paletress after suppressing five different memories of the past on Heroic Difficulty.",,,,,,,,,,,,,,,,16712190,14921,10,56,0x0,2792,"",,,,,,,,,,,,,,,,2,34280946263816E-38,5,0
4682,-1,-1,0,"Blood Queen Lana'thel kills (Heroic Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Blood Queen Lana'thel kills (Heroic Icecrown 25 player)",,,,,,,,,,,,,,,,16712190,15062,0,56,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
453,0,-1,0,"Sergeant",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Sergeant.""",,,,,,,,,,,,,,,,16712190,81,0,57,0x0,3346,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1393,-1,615,0,"Sartharion kills (Chamber of the Aspects 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Sartharion kills (Chamber of the Aspects 25 player)",,,,,,,,,,,,,,,,16712190,14823,10,57,0x1,1699,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3181,-1,603,0,"I Love the Smell of Saronite in the Morning (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat General Vezax after defeating the Saronite Animus in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,57,0x0,3868,"",,,,,,,,,,,,,,,,-9,63391124374421E24,0,0
3188,-1,603,0,"I Love the Smell of Saronite in the Morning (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat General Vezax after defeating the Saronite Animus in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,57,0x0,3868,"",,,,,,,,,,,,,,,,-9,63391124374421E24,0,0
3803,-1,-1,0,"The Faceroller",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Eadric the Pure in the Trial of the Champion with his own hammer on Heroic Difficulty.",,,,,,,,,,,,,,,,16712190,14921,10,57,0x0,42,"",,,,,,,,,,,,,,,,2,34280946263816E-38,0,0
4652,-1,-1,0,"Sindragosa kills (Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Sindragosa kills (Icecrown 10 player)",,,,,,,,,,,,,,,,16712190,15062,0,57,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
450,0,-1,0,"Senior Sergeant",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Senior Sergeant.""",,,,,,,,,,,,,,,,16712190,81,0,58,0x0,3347,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1391,-1,616,0,"Malygos kills (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Malygos kills (10 player)",,,,,,,,,,,,,,,,16712190,14823,10,58,0x1,1700,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3009,-1,603,0,"Kiss and Make Up (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"/Kiss Sara in Ulduar while she is angry with you in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,58,0x0,3192,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3011,-1,603,0,"Kiss and Make Up (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"/Kiss Sara in Ulduar while she is angry with you in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,58,0x0,3192,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3804,-1,-1,0,"I've Had Worse",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Black Knight in the Trial of the Champion on Heroic Difficulty without any player in the group being hit by a ghoul explosion.",,,,,,,,,,,,,,,,16712190,14921,10,58,0x0,1652,"",,,,,,,,,,,,,,,,2,34280946263816E-38,0,0
4684,-1,-1,0,"Sindragosa kills (Heroic Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Sindragosa kills (Heroic Icecrown 10 player)",,,,,,,,,,,,,,,,16712190,15062,0,58,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
452,0,-1,0,"First Sergeant",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, First Sergeant.""",,,,,,,,,,,,,,,,16712190,81,0,59,0x0,3348,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1394,-1,616,0,"Malygos kills (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Malygos kills (25 player)",,,,,,,,,,,,,,,,16712190,14823,10,59,0x1,1700,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3157,-1,603,0,"Three Lights in the Darkness (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Yogg-Saron with the assistance of three or fewer Keepers in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,59,0x0,2206,"",,,,,,,,,,,,,,,,-4,23703897338348E37,0,0
3161,-1,603,0,"Three Lights in the Darkness (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Yogg-Saron with the assistance of three or fewer Keepers in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,59,0x0,2206,"",,,,,,,,,,,,,,,,-4,23703897338348E37,0,0
4522,-1,632,0,"Soul Power",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Bronjahm in The Forge of Souls on Heroic Difficulty with at least 4 Corrupted Soul Fragments alive.",,,,,,,,,,,,,,,,16712190,14921,10,59,0x0,4152,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
4683,-1,-1,0,"Sindragosa kills (Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Sindragosa kills (Icecrown 25 player)",,,,,,,,,,,,,,,,16712190,15062,0,59,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
451,0,-1,0,"Stone Guard",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Stone Guard.""",,,,,,,,,,,,,,,,16712190,81,0,60,0x0,3349,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1753,-1,624,0,"Archavon the Stone Watcher kills (Wintergrasp 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Archavon the Stone Watcher kills (Wintergrasp 10 player)",,,,,,,,,,,,,,,,16712190,14823,10,60,0x1,187,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
3141,-1,603,3157,"Two Lights in the Darkness (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Yogg-Saron with the assistance of two or fewer Keepers in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,60,0x0,2206,"",,,,,,,,,,,,,,,,-2,52547202908008E30,0,0
3162,-1,603,3161,"Two Lights in the Darkness (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Yogg-Saron with the assistance of two or fewer Keepers in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,60,0x0,2206,"",,,,,,,,,,,,,,,,-4,23703897338348E37,0,0
4523,-1,632,0,"Three Faced",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Devourer of Souls in The Forge of Souls on Heroic Difficulty without him successfully casting Phantom Blast.",,,,,,,,,,,,,,,,16712190,14921,10,60,0x0,4153,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
4685,-1,-1,0,"Sindragosa kills (Heroic Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Sindragosa kills (Heroic Icecrown 25 player)",,,,,,,,,,,,,,,,16712190,15062,0,60,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
449,0,-1,0,"Blood Guard",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Blood Guard.""",,,,,,,,,,,,,,,,16712190,81,0,61,0x0,3350,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1754,-1,624,0,"Archavon the Stone Watcher kills (Wintergrasp 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Archavon the Stone Watcher kills (Wintergrasp 25 player)",,,,,,,,,,,,,,,,16712190,14823,10,61,0x1,187,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
3158,-1,603,3141,"One Light in the Darkness (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Yogg-Saron with the assistance of one or fewer Keepers in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,61,0x0,2206,"",,,,,,,,,,,,,,,,-4,23703897338348E37,0,0
3163,-1,603,3162,"One Light in the Darkness (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Yogg-Saron with the assistance of one or fewer Keepers in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,61,0x0,2206,"",,,,,,,,,,,,,,,,-4,23703897338348E37,0,0
4524,-1,658,0,"Doesn't Go to Eleven",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Forgemaster Garfrost in The Pit of Saron on Heroic Difficulty before any player gets 11 stacks of Permafrost.",,,,,,,,,,,,,,,,16712190,14921,10,61,0x0,4154,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
4653,-1,-1,0,"Victories over the Lich King (Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Victories over the Lich King (Icecrown 10 player)",,,,,,,,,,,,,,,,16712190,15062,0,61,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
469,0,-1,0,"Legionnaire",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Legionnaire.""",,,,,,,,,,,,,,,,16712190,81,0,62,0x0,3351,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
3159,-1,603,3158,"Alone in the Darkness (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Yogg-Saron without the assistance of any Keepers in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,62,0x0,2206,"",,,,,,,,,,,,,,,,-4,23703897338348E37,0,0
3164,-1,603,3163,"Alone in the Darkness (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Yogg-Saron without the assistance of any Keepers in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,62,0x0,2206,"",,,,,,,,,,,,,,,,-4,23703897338348E37,0,0
4525,-1,658,0,"Don't Look Up",,,,,,,,,,,,,,,,0xFF01FE,"Clear the hallway before Scourgelord Tyrannus in The Pit of Saron on Heroic Difficulty without anyone taking icicle damage on the first try.",,,,,,,,,,,,,,,,16712190,14921,10,62,0x0,4155,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
4686,-1,-1,0,"Victories over the Lich King (Heroic Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Victories over the Lich King (Heroic Icecrown 10 player)",,,,,,,,,,,,,,,,16712190,15062,0,62,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
448,0,-1,0,"Centurion",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Centurion.""",,,,,,,,,,,,,,,,16712190,81,0,63,0x0,3352,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
3008,-1,603,0,"Drive Me Crazy (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Yogg-Saron without any raid member going insane in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,63,0x0,77,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3010,-1,603,0,"Drive Me Crazy (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Yogg-Saron without any raid member going insane in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,63,0x0,77,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
4526,-1,668,0,"We're Not Retreating; We're Advancing in a Different Direction.",,,,,,,,,,,,,,,,0xFF01FE,"Escape from the Lich King in under 6 minutes.",,,,,,,,,,,,,,,,16712190,14921,10,63,0x0,4148,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
4687,-1,-1,0,"Victories over the Lich King (Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Victories over the Lich King (Icecrown 25 player)",,,,,,,,,,,,,,,,16712190,15062,0,63,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
447,0,-1,0,"Champion",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Champion.""",,,,,,,,,,,,,,,,16712190,81,0,64,0x0,3353,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
3012,-1,603,0,"He's Not Getting Any Older (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Yogg-Saron within 7 minutes in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,64,0x0,3848,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3013,-1,603,0,"He's Not Getting Any Older (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Yogg-Saron within 7 minutes in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,64,0x0,3848,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
4688,-1,-1,0,"Victories over the Lich King (Heroic Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Victories over the Lich King (Heroic Icecrown 25 player)",,,,,,,,,,,,,,,,16712190,15062,0,64,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
444,0,-1,0,"Lieutenant General",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Lieutenant General.""",,,,,,,,,,,,,,,,16712190,81,0,65,0x0,3354,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
3014,-1,603,0,"They're Coming Out of the Walls (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat 9 Guardians of Yogg-Saron within 12 seconds in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,65,0x0,3871,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3017,-1,603,0,"They're Coming Out of the Walls (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat 9 Guardians of Yogg-Saron within 12 seconds in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,65,0x0,3871,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
4657,-1,-1,0,"Toravon the Ice Watcher kills (Wintergrasp 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Toravon the Ice Watcher kills (Wintergrasp 10 player)",,,,,,,,,,,,,,,,16712190,15062,0,65,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
446,0,-1,0,"General",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, General.""",,,,,,,,,,,,,,,,16712190,81,0,66,0x0,3355,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
3015,-1,603,0,"In His House He Waits Dreaming (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Experience all 3 visions of Yogg-Saron's mind in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,66,0x0,1940,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3016,-1,603,0,"In His House He Waits Dreaming (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Experience all 3 visions of Yogg-Saron's mind in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,66,0x0,1940,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
4658,-1,-1,0,"Toravon the Ice Watcher kills (Wintergrasp 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Toravon the Ice Watcher kills (Wintergrasp 25 player)",,,,,,,,,,,,,,,,16712190,15062,0,66,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
445,0,-1,0,"Warlord",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Warlord.""",,,,,,,,,,,,,,,,16712190,81,0,67,0x0,3356,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
3036,-1,603,0,"Observed (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Algalon the Observer in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,67,0x0,3869,"Title Reward: Starcaller",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
3037,-1,603,0,"Observed (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Algalon the Observer in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,67,0x0,3869,"Title Reward: The Astral Walker",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
4821,-1,-1,0,"Halion kills (Ruby Sanctum 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Halion kills (Ruby Sanctum 10 player)",,,,,,,,,,,,,,,,16712190,15062,0,67,0x1,1,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
443,0,-1,0,"High Warlord",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, High Warlord.""",,,,,,,,,,,,,,,,16712190,81,0,68,0x0,3357,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
3002,-1,603,0,"Supermassive (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Algalon the Observer after closing 3 Black Holes within 10 seconds in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,68,0x0,2848,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3003,-1,603,0,"Supermassive (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Algalon the Observer after closing 3 Black Holes within 10 seconds in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,68,0x0,2848,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
4822,-1,-1,0,"Halion kills (Heroic Ruby Sanctum 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Halion kills (Heroic Ruby Sanctum 10 player)",,,,,,,,,,,,,,,,16712190,15062,0,68,0x1,1,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
442,1,-1,0,"Private",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Private.""",,,,,,,,,,,,,,,,16712190,81,0,69,0x0,3358,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
3004,-1,603,0,"He Feeds On Your Tears (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Algalon the Observer in 10-player mode without any raid member dying to Algalon at any point during that raid lockout period.",,,,,,,,,,,,,,,,16712190,14961,10,69,0x0,3197,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3005,-1,603,0,"He Feeds On Your Tears (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Algalon the Observer in 25-player mode without any raid member dying to Algalon at any point during that raid lockout period.",,,,,,,,,,,,,,,,16712190,14962,10,69,0x0,3197,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
4820,-1,-1,0,"Halion kills (Ruby Sanctum 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Halion kills (Ruby Sanctum 25 player)",,,,,,,,,,,,,,,,16712190,15062,0,69,0x1,1,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
470,1,-1,0,"Corporal",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Corporal.""",,,,,,,,,,,,,,,,16712190,81,0,70,0x0,3359,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
2904,-1,603,0,"Conqueror of Ulduar",,,,,,,,,,,,,,,,0xFF01FE,"Defeat each boss in Ulduar in 25-player mode without allowing any raid member to die to that boss at any point during that raid lockout period.",,,,,,,,,,,,,,,,16712190,14962,10,70,0x0,2143,"Title Reward: Conqueror of Ulduar",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
3316,-1,603,0,"Herald of the Titans",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Algalon the Observer in 10-player mode without anyone in the raid wearing any equipment with an item level higher than is available in 10-player Ulduar.",,,,,,,,,,,,,,,,16712190,14961,10,70,0x0,3869,"Title Reward: Herald of the Titans",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
4823,-1,-1,0,"Halion kills (Heroic Ruby Sanctum 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Halion kills (Heroic Ruby Sanctum 25 player)",,,,,,,,,,,,,,,,16712190,15062,0,70,0x1,1,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
471,1,-1,0,"Sergeant",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Sergeant.""",,,,,,,,,,,,,,,,16712190,81,0,71,0x0,3360,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
2903,-1,603,0,"Champion of Ulduar",,,,,,,,,,,,,,,,0xFF01FE,"Defeat each boss in Ulduar in 10-player mode without allowing any raid member to die to that boss at any point during that raid lockout period.",,,,,,,,,,,,,,,,16712190,14961,10,71,0x0,2292,"Title Reward: Champion of Ulduar",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
441,1,-1,0,"Master Sergeant",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Master Sergeant.""",,,,,,,,,,,,,,,,16712190,81,0,72,0x0,3361,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
440,1,-1,0,"Sergeant Major",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Sergeant Major.""",,,,,,,,,,,,,,,,16712190,81,0,73,0x0,3362,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
439,1,-1,0,"Knight",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Knight.""",,,,,,,,,,,,,,,,16712190,81,0,74,0x0,3363,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
472,1,-1,0,"Knight-Lieutenant",,,,,,,,,,,,,,,,0xFF01FE,"Earned the title, Knight-Lieutenant.""",,,,,,,,,,,,,,,,16712190,81,0,75,0x0,3364,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
